Page — URL mesuree, telle que servie par le serveur de dev (localhost:3210)	Type — page statique | index de catalogue | fiche de detail | admin	Locale — en ou fr	HTTP — code de reponse de la navigation	M1 Rendu — la page rend-elle sans erreur console, sans pageerror, sans divergence d'hydratation ?	M2 Donnees — les chiffres et listes affiches correspondent-ils au reel mesure (versions, comptes, catalogues) ?	M3 Liens — les liens internes resolvent-ils (pas de 404/500, pas d ancre morte) ?	M4 i18n — parite en/fr, aucune cle brute affichee, aucune chaine non traduite visible	M5 a11y — axe-core 4.13 : violations serious/critical (devtools Nuxt exclus du contexte)	M6 Visuel — elements a taille nulle, debordement horizontal de page, ombre sur surface transparente	M7 Theming — le theme actif est-il respecte, une prop de theme est-elle ignoree en silence ?	M8 SEO — title, description, og:*, canonical, h1 unique	Gravite — gravite du pire defaut de la ligne	Preuve — mesure brute qui fonde chaque verdict
/interfaces/i-blockquote-emits	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "IBlockquoteEmits · origam API interfaces · origam"
/interfaces/i-border-props	fiche de detail	en	200	defaut	non applicable	defaut	conforme	defaut	defaut	conforme	defaut	majeur	M1: 9 avertissement(s) d'hydratation | M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 3 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:2 image-redundant-alt:minor:1 scrollable-region-focusable:serious:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 23 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "IBorderProps · origam API interfaces · origam"
/types/origam-alert	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamAlert · origam API types · origam"
/types/transition-mode	fiche de detail	en	200	defaut	non applicable	defaut	conforme	defaut	defaut	conforme	defaut	majeur	M1: 5 avertissement(s) d'hydratation | M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 6 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:6 image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 19 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "TTransitionMode · origam API types · origam"
/types/origam-app	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamApp · origam API types · origam"
/types/origam-audio	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamAudio · origam API types · origam"
/types/origam-avatar	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamAvatar · origam API types · origam"
/types/origam-badge	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamBadge · origam API types · origam"
/types/origam-blockquote	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamBlockquote · origam API types · origam"
/types/origam-bottom-nav	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamBottomNav · origam API types · origam"
/types/bracket-border	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TBracketBorder · origam API types · origam"
/types/origam-breadcrumb	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamBreadcrumb · origam API types · origam"
/types/origam-btn	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamBtn · origam API types · origam"
/types/origam-calendar	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 13 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: aucune meta description ni og:description (descriptionFallback vide en base) | M8: marque dupliquee dans le titre -> "TOrigamCalendar · origam API types · origam"
/utils/bracket-dash-array	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 19 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "bracketDashArray · origam utils · origam"
/utils/build-disabled-predicate	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 21 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "buildDisabledPredicate · origam utils · origam"
/utils/arc-path	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 29 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "arcPath · origam utils · origam"
/utils/parse-highlight-lines	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 17 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "parseHighlightLines · origam utils · origam"
/utils/apc-acontrast	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 22 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "APCAcontrast · origam utils · origam"
/utils/extract-color	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 21 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "extractColor · origam utils · origam"
/utils/fuzzy-match	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 23 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "fuzzyMatch · origam utils · origam"
/utils/add-weeks	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 22 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "addWeeks · origam utils · origam"
/utils/is-data-list-kv-item-value-component	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 19 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "isDataListKVItemValueComponent · origam utils · origam"
/utils/convert-to-internal-headers	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 17 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "convertToInternalHeaders · origam utils · origam"
/utils/add-days	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 23 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "addDays · origam utils · origam"
/utils/activator	fiche de detail	en	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: 2 lien(s) interne(s) mort(s) -> /privacy (404) ; /contact (404) | M5: 2 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=en-US ; 20 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "activator · origam utils · origam"
/admin	admin (porte de connexion)	en	200	conforme	non applicable	conforme	conforme	defaut	conforme	conforme	defaut	majeur	M5: 1 noeud(s) serious/critical (dont 0 critical) — landmark-one-main:moderate:1 nested-interactive:serious:1 region:moderate:2 | M7: data-theme=geek data-mode=light lang=en-US ; 3 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique)
/admin/dashboard	admin (porte de connexion)	en	200	defaut	non applicable	conforme	conforme	defaut	conforme	conforme	defaut	majeur	M1: 2 avertissement(s) d'hydratation | M5: 3 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:1 label-title-only:serious:1 landmark-one-main:moderate:1 nested-interactive:serious:1 region:moderate:2 | M7: data-theme=geek data-mode=light lang=en-US ; 3 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique)
/admin/sync	admin (porte de connexion)	en	200	defaut	non applicable	conforme	conforme	defaut	conforme	conforme	defaut	majeur	M1: 2 avertissement(s) d'hydratation | M5: 3 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:1 label-title-only:serious:1 landmark-one-main:moderate:1 nested-interactive:serious:1 region:moderate:2 | M7: data-theme=geek data-mode=light lang=en-US ; 3 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique)
/admin/component	admin (porte de connexion)	en	200	defaut	non applicable	conforme	conforme	defaut	conforme	conforme	defaut	majeur	M1: 2 avertissement(s) d'hydratation | M5: 3 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:1 label-title-only:serious:1 landmark-one-main:moderate:1 nested-interactive:serious:1 region:moderate:2 | M7: data-theme=geek data-mode=light lang=en-US ; 3 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique)
/admin/component/origam-btn	admin (porte de connexion)	en	200	defaut	non applicable	conforme	conforme	defaut	conforme	conforme	defaut	majeur	M1: 2 avertissement(s) d'hydratation | M5: 3 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:1 label-title-only:serious:1 landmark-one-main:moderate:1 nested-interactive:serious:1 region:moderate:2 | M7: data-theme=geek data-mode=light lang=en-US ; 3 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique)
/fr	page statique	fr	200	conforme	defaut	defaut	conforme	defaut	defaut	conforme	defaut	majeur	M2: affirmation perimee affichee -> style_dictionary, tokens_studio | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 13 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:12 image-redundant-alt:minor:1 nested-interactive:serious:1 | M6: debordement horizontal de page 13px (scrollWidth > clientWidth) | M6: 2 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 64 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "origam · design system Vue 3 · origam"
/fr/why-origam	page statique	fr	200	conforme	defaut	defaut	conforme	defaut	defaut	conforme	defaut	majeur	M2: affirmation perimee affichee -> style_dictionary, tokens_studio | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 17 noeud(s) serious/critical (dont 0 critical) — aria-command-name:serious:17 image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 58 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Pourquoi origam ? · Design system Vue 3 · origam"
/fr/installation	page statique	fr	200	defaut	conforme	defaut	conforme	defaut	defaut	conforme	defaut	majeur	M1: 4 avertissement(s) d'hydratation | M2: affirmations chiffrees verifiees -> components_218 | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 27 noeud(s) serious/critical (dont 0 critical) — color-contrast:serious:27 image-redundant-alt:minor:1 landmark-unique:moderate:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 25 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Installation · origam design system · origam"
/fr/support	page statique	fr	200	conforme	non applicable	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 12 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Soutenir origam · Design system Vue 3 · origam"
/fr/changelog	page statique	fr	200	conforme	non applicable	defaut	defaut	defaut	defaut	conforme	defaut	bloquant	M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M4: 6/14 phrases (43%) identiques en FR et en EN — descriptions du catalogue non traduites | M4: 99 cles changelog sans definition (en ET fr) ; le repli extrait de CHANGELOG.md est en FRANCAIS pour 2.17.1 -> la page EN affiche du francais | M5: 6 noeud(s) serious/critical (dont 2 critical) — aria-allowed-attr:critical:2 aria-command-name:serious:2 aria-prohibited-attr:serious:1 color-contrast:serious:1 image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 18 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Journal des versions · origam design system · origam"
/fr/roadmap	page statique	fr	200	conforme	defaut	defaut	conforme	defaut	defaut	conforme	defaut	majeur	M2: affirmation perimee affichee -> figma_plugin | M2: /roadmap affiche 138 composables (fichiers *.composable.ts) la ou /composables en affiche 142 (symboles use* exportes) — meme libelle, deux nombres | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 4 noeud(s) serious/critical (dont 0 critical) — aria-command-name:serious:4 image-redundant-alt:minor:1 | M6: 5 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 181 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Feuille de route · origam design system · origam"
/fr/theming	page statique	fr	200	defaut	conforme	defaut	conforme	defaut	defaut	conforme	defaut	bloquant	M1: 486 avertissement(s) d'hydratation | M2: affirmations chiffrees verifiees -> components_218 | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 13 noeud(s) serious/critical (dont 2 critical) — aria-allowed-attr:critical:2 aria-command-name:serious:2 aria-prohibited-attr:serious:1 color-contrast:serious:6 image-redundant-alt:minor:1 label-title-only:serious:2 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 210 declarations inline via --origam-* / 6 couleur(s) en dur hors badge devtools | M7: les 6 couleurs en dur de /theming sont les pastilles de previsualisation du Theme Builder (origam-sheet), legitimes par nature | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Theme builder · origam design system · origam"
/fr/wireframe	page statique	fr	200	conforme	conforme	defaut	conforme	conforme	defaut	conforme	defaut	majeur	M2: affirmations chiffrees verifiees -> components_218 | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M5: 1 violation(s) moderate/minor seulement — image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 181 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Wireframes · origam design system · origam"
/fr/components	index de catalogue	fr	200	conforme	conforme	defaut	defaut	defaut	defaut	conforme	defaut	majeur	M2: compteur affiche ["218 composants"] / reel 218 | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M4: 93/97 phrases (96%) identiques en FR et en EN — descriptions du catalogue non traduites | M5: 1 noeud(s) serious/critical (dont 0 critical) — aria-command-name:serious:1 image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 205 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Composants · origam design system · origam"
/fr/composables	index de catalogue	fr	200	conforme	defaut	defaut	defaut	defaut	defaut	conforme	defaut	majeur	M2: compteur affiche ["142 composables"] / reel 142 | M2: affirmation perimee affichee -> composables_80 | M3: /fr/privacy et /fr/contact -> 404 (sonde directe curl) | M4: 104/108 phrases (96%) identiques en FR et en EN — descriptions du catalogue non traduites | M5: 1 noeud(s) serious/critical (dont 0 critical) — aria-command-name:serious:1 image-redundant-alt:minor:1 | M6: 1 ombre(s) portee(s) sur surface transparente (origam-kbd en tete) | M7: data-theme=geek data-mode=light lang=fr-FR ; 403 declarations inline via --origam-* / 0 couleur(s) en dur hors badge devtools | M8: aucun og:image (ogImage desactive dans nuxt.config, aucun repli statique) | M8: marque dupliquee dans le titre -> "Composables · origam design system · origam"
